age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,surcharge_ressentie,surcharge_non_recompensee,ratio_revenu_poste,ratio_augmentation_promotion,revenu_satisfaction
53,0,2306,Marié(e),Commercial,Représentant Commercial,2,7,2,3,3,4,1,1,20,1,3,6,2,Marketing,Occasionnel,4,1,0,0.8778073848496384,4.0,1
45,0,2348,Divorcé(e),Consulting,Consultant,8,17,2,3,2,3,1,0,18,1,2,9,3,Infra & Cloud,Occasionnel,0,0,0,0.7251009316955332,18.0,1
32,1,8998,Célibataire,Commercial,Cadre Commercial,1,9,2,3,4,4,3,0,14,0,2,8,3,Marketing,Frequent,3,0,0,1.2992978068700913,3.5,0
29,0,4319,Marié(e),Consulting,Tech Lead,1,10,4,3,3,1,3,0,13,1,1,1,1,Entrepreunariat,Aucun,0,0,0,0.591957010794563,13.0,0
51,0,6132,Marié(e),Consulting,Tech Lead,2,1,2,2,3,3,3,0,17,0,2,7,4,Transformation Digitale,Occasionnel,0,0,0,0.8404446376921186,17.0,0
58,1,3346,Marié(e),Consulting,Assistant de Direction,4,1,2,2,2,2,2,1,20,1,3,9,3,Transformation Digitale,Occasionnel,0,1,0,1.032406135482753,20.0,0
40,0,10855,Marié(e),Commercial,Cadre Commercial,7,12,3,2,4,1,2,0,11,1,2,4,4,Marketing,Occasionnel,2,0,0,1.5674458428067173,3.6666666666666665,0
34,1,2231,Marié(e),Commercial,Représentant Commercial,6,4,3,3,3,4,3,0,18,1,3,2,4,Marketing,Frequent,1,0,0,0.849257708412638,9.0,0
22,0,2323,Marié(e),Consulting,Assistant de Direction,1,2,3,3,4,1,3,0,24,2,6,19,1,Transformation Digitale,Occasionnel,2,0,0,0.7167601472583488,8.0,0
27,0,2024,Divorcé(e),Consulting,Assistant de Direction,6,2,4,3,2,4,1,0,18,1,1,9,3,Transformation Digitale,Aucun,2,0,0,0.6245038906805416,6.0,0
28,0,2713,Marié(e),Consulting,Assistant de Direction,1,5,3,3,4,3,1,0,11,1,2,21,3,Transformation Digitale,Occasionnel,0,0,0,0.8370943949685322,11.0,0
57,0,9439,Divorcé(e),Consulting,Manager,3,5,3,4,4,2,1,1,16,1,2,24,2,Infra & Cloud,Occasionnel,1,1,0,1.2535586512151777,8.0,0
27,0,2566,Divorcé(e),Consulting,Assistant de Direction,1,1,3,2,3,4,2,1,15,1,2,3,3,Transformation Digitale,Aucun,0,1,0,0.7917376400623861,15.0,0
50,1,19926,Célibataire,Consulting,Senior Manager,3,5,3,3,2,2,3,0,15,0,5,11,3,Infra & Cloud,Occasionnel,4,0,0,1.1596563570353862,3.0,0
41,0,2451,Divorcé(e),Consulting,Assistant de Direction,4,9,1,3,3,1,3,0,12,1,2,14,3,Infra & Cloud,Occasionnel,1,0,0,0.7562544644555372,6.0,1
30,1,9419,Marié(e),Commercial,Cadre Commercial,2,10,2,3,4,3,3,0,12,1,2,5,3,Infra & Cloud,Occasionnel,7,0,0,1.3600895802299835,1.5,0
38,1,8686,Célibataire,Commercial,Cadre Commercial,4,8,1,2,4,3,4,0,22,0,2,1,4,Infra & Cloud,Occasionnel,0,0,0,1.2542454712684612,22.0,0
32,0,3038,Célibataire,Consulting,Assistant de Direction,3,5,3,3,3,1,3,0,20,0,2,6,5,Infra & Cloud,Occasionnel,1,0,0,0.9373729347270183,10.0,0
27,0,3058,Marié(e),Consulting,Assistant de Direction,0,5,3,3,2,4,2,1,16,1,3,17,3,Entrepreunariat,Occasionnel,1,1,0,0.9435439217890791,8.0,0
19,1,2325,Célibataire,Commercial,Représentant Commercial,0,0,3,1,1,1,4,0,21,0,5,1,1,Entrepreunariat,Frequent,0,0,0,0.8850399695470118,21.0,1
36,0,2088,Célibataire,Consulting,Consultant,4,8,4,3,2,3,2,0,12,0,3,3,2,Transformation Digitale,Frequent,7,0,0,0.6448086649830808,1.5,0
30,0,3072,Divorcé(e),Consulting,Consultant,1,12,3,3,1,3,3,0,11,2,4,9,3,Transformation Digitale,Aucun,6,0,0,0.9486840128486704,1.5714285714285714,0
45,1,5006,Divorcé(e),Commercial,Cadre Commercial,4,5,3,3,1,1,4,1,11,1,3,4,2,Infra & Cloud,Occasionnel,0,0,1,0.7228589487876947,11.0,0
56,1,4257,Divorcé(e),Consulting,Assistant de Direction,4,2,3,3,1,3,3,1,18,1,3,8,3,Infra & Cloud,Occasionnel,2,0,0,1.3134945961596172,6.0,0
33,0,2500,Célibataire,Consulting,Assistant de Direction,0,3,3,3,4,1,4,0,14,0,2,2,3,Infra & Cloud,Occasionnel,0,0,0,0.7713733827575859,14.0,0
19,0,1102,Célibataire,Consulting,Consultant,1,1,2,2,4,3,2,0,22,0,3,2,3,Infra & Cloud,Occasionnel,1,0,0,0.34031568429662595,11.0,0
46,1,10453,Divorcé(e),Commercial,Cadre Commercial,1,24,2,3,1,3,3,0,25,3,2,1,2,Marketing,Occasionnel,15,0,0,1.5093976411661554,1.5625,0
38,1,2288,Célibataire,Consulting,Consultant,1,2,3,3,4,3,3,0,12,0,3,9,2,Infra & Cloud,Occasionnel,2,0,0,0.7065719470695827,4.0,0
31,1,3929,Marié(e),Consulting,Assistant de Direction,8,4,3,3,4,3,3,1,23,1,0,12,1,Transformation Digitale,Occasionnel,0,0,0,1.212290408341822,23.0,0
34,1,2311,Célibataire,Consulting,Assistant de Direction,2,3,4,3,2,4,3,0,15,0,3,27,2,Transformation Digitale,Occasionnel,1,0,0,0.7130575550211123,7.5,0
41,1,3140,Célibataire,Commercial,Représentant Commercial,1,4,2,3,2,4,2,1,22,0,5,20,2,Marketing,Occasionnel,0,1,0,1.1952797868290825,22.0,0
50,0,3690,Marié(e),Consulting,Consultant,2,3,3,2,3,4,2,0,15,1,2,1,3,Transformation Digitale,Occasionnel,0,0,0,1.1395325544959616,15.0,0
53,1,4450,Divorcé(e),Consulting,Tech Lead,1,4,4,4,1,3,3,0,11,2,3,13,2,Transformation Digitale,Occasionnel,1,0,0,0.6099117152201448,5.5,0
33,1,2756,Marié(e),Consulting,Assistant de Direction,1,8,4,3,2,4,3,0,13,1,5,14,3,Transformation Digitale,Occasionnel,1,0,0,0.8503620171519627,6.5,0
40,1,19033,Marié(e),Consulting,Senior Manager,1,20,4,3,3,2,3,0,14,1,2,4,1,Transformation Digitale,Occasionnel,9,0,0,1.1076854081830025,1.4,0
55,0,18722,Célibataire,Consulting,Directeur Technique,8,24,3,4,2,4,3,0,11,0,3,14,4,Transformation Digitale,Occasionnel,2,0,0,1.1676037057479007,3.6666666666666665,0
34,0,9547,Marié(e),Consulting,Tech Lead,1,10,4,2,3,3,2,0,17,0,2,2,1,Infra & Cloud,Frequent,1,0,0,1.3085004820689263,8.5,0
51,1,13734,Célibataire,Consulting,Manager,3,7,4,3,2,3,3,0,18,0,6,3,3,Transformation Digitale,Occasionnel,1,0,0,1.8239617031241921,9.0,0
52,0,19999,Marié(e),Consulting,Senior Manager,0,33,3,2,3,1,3,0,14,1,5,1,4,Infra & Cloud,Occasionnel,11,0,0,1.1639048220591535,1.1666666666666667,0
27,1,2279,Célibataire,Consulting,Assistant de Direction,1,7,4,3,2,4,2,0,16,0,2,9,3,Transformation Digitale,Occasionnel,0,0,0,0.7031839757218153,16.0,0
35,0,5916,Marié(e),Consulting,Tech Lead,3,1,2,2,3,1,3,1,13,0,1,23,2,Infra & Cloud,Occasionnel,0,0,0,0.81083993421177,13.0,0
43,0,2089,Divorcé(e),Consulting,Assistant de Direction,4,5,4,4,4,4,4,0,14,3,3,7,3,Transformation Digitale,Aucun,2,0,0,0.6445595986322388,4.666666666666667,0
45,0,16792,Marié(e),Consulting,Senior Manager,9,20,1,2,4,4,3,0,23,1,1,2,2,Transformation Digitale,Aucun,11,0,0,0.9772633517684536,1.9166666666666667,0
37,0,3564,Marié(e),Consulting,Assistant de Direction,1,8,2,4,1,1,2,1,12,1,3,21,3,Infra & Cloud,Occasionnel,1,1,0,1.0996698944592145,6.0,0
35,1,4425,Célibataire,Consulting,Consultant,5,6,2,3,2,4,3,0,11,0,5,2,3,Transformation Digitale,Frequent,1,0,0,1.3665126161638563,5.5,0
42,1,5265,Divorcé(e),Consulting,Tech Lead,2,5,3,3,3,2,3,0,16,1,5,21,2,Transformation Digitale,Aucun,0,0,0,0.7216146473334971,16.0,0
38,0,6553,Marié(e),Consulting,Tech Lead,9,1,4,3,3,2,3,0,14,0,3,2,4,Infra & Cloud,Occasionnel,0,0,0,0.8981463977163167,14.0,0
38,0,6261,Marié(e),Consulting,Tech Lead,3,7,4,3,4,1,1,0,18,1,3,29,3,Entrepreunariat,Occasionnel,1,0,0,0.8581252244928824,9.0,0
27,0,4298,Marié(e),Consulting,Tech Lead,5,2,3,2,1,3,3,0,19,1,1,1,1,Entrepreunariat,Frequent,2,0,0,0.5890787757339736,6.333333333333333,0
49,0,6804,Divorcé(e),Consulting,Tech Lead,1,7,4,3,4,1,3,1,15,2,0,18,4,Infra & Cloud,Aucun,1,0,0,0.9325481596309809,7.5,0
34,0,3815,Divorcé(e),Consulting,Assistant de Direction,1,5,4,3,3,4,4,1,17,1,4,10,4,Transformation Digitale,Frequent,2,0,0,1.177115782088076,5.666666666666667,0
40,0,2741,Marié(e),Consulting,Consultant,8,7,3,3,4,3,4,1,15,1,2,19,2,Transformation Digitale,Occasionnel,3,0,0,0.8464657809955097,3.75,0
38,0,6673,Marié(e),Consulting,Manager,7,1,2,3,1,2,3,1,19,0,2,29,1,Transformation Digitale,Occasionnel,0,0,0,0.886216429659803,19.0,0
29,1,7639,Marié(e),Commercial,Cadre Commercial,1,10,2,3,4,4,2,0,22,3,3,27,3,Marketing,Occasionnel,1,0,0,1.1030602296822214,11.0,0
22,0,2328,Divorcé(e),Consulting,Assistant de Direction,1,4,4,4,2,1,2,1,16,1,2,5,3,Infra & Cloud,Occasionnel,2,1,0,0.7183028940238639,5.333333333333333,1
36,1,2153,Célibataire,Consulting,Consultant,1,8,2,3,4,1,3,0,13,0,2,18,1,Transformation Digitale,Frequent,1,0,0,0.6648817316611939,6.5,1
40,0,4876,Marié(e),Consulting,Manager,9,3,4,2,4,4,1,0,14,1,5,9,5,Infra & Cloud,Aucun,0,0,0,0.6475635113174284,14.0,0
46,0,9396,Divorcé(e),Consulting,Manager,7,4,4,3,1,3,3,0,16,1,3,1,4,Transformation Digitale,Occasionnel,0,0,0,1.2478479803811642,16.0,0
32,0,10400,Marié(e),Commercial,Cadre Commercial,1,14,4,1,4,3,2,0,11,0,2,4,4,Transformation Digitale,Occasionnel,9,0,0,1.50174452005434,1.1,0
30,0,8474,Célibataire,Consulting,Tech Lead,1,11,3,2,3,3,3,0,22,0,2,1,1,Infra & Cloud,Aucun,5,0,0,1.1614363763540465,3.6666666666666665,0
27,1,9981,Célibataire,Commercial,Cadre Commercial,1,7,4,3,3,4,3,0,14,0,2,20,3,Infra & Cloud,Frequent,0,0,0,1.4412415437175352,14.0,0
51,0,12490,Marié(e),Consulting,Directeur Technique,5,10,2,2,2,4,1,0,16,2,5,8,4,Infra & Cloud,Occasionnel,4,0,0,0.7789429700241043,3.2,0
30,1,2657,Célibataire,Consulting,Assistant de Direction,5,5,4,3,1,3,3,1,11,0,5,3,3,Entrepreunariat,Occasionnel,0,0,1,0.8198156311947623,11.0,0
41,1,13591,Célibataire,Commercial,Senior Manager,3,1,4,3,4,3,3,1,18,0,3,6,3,Infra & Cloud,Occasionnel,0,0,0,0.7909710703838169,18.0,0
30,1,6696,Célibataire,Commercial,Cadre Commercial,5,6,3,2,1,3,2,0,15,0,5,26,4,Marketing,Frequent,0,0,0,0.966892433296525,15.0,0
29,0,2058,Célibataire,Consulting,Assistant de Direction,0,6,3,3,3,4,2,0,14,0,1,1,3,Entrepreunariat,Occasionnel,1,0,0,0.6349945686860448,7.0,0
45,1,8865,Célibataire,Commercial,Cadre Commercial,6,19,4,2,4,4,3,0,12,0,2,6,3,Transformation Digitale,Aucun,12,0,0,1.280092804834781,0.9230769230769231,0
54,1,5940,Marié(e),Commercial,Cadre Commercial,2,6,4,3,1,4,3,0,14,1,4,3,3,Marketing,Occasionnel,0,0,0,0.857727158569498,14.0,0
36,0,5914,Célibataire,Consulting,Consultant,8,13,4,3,2,4,4,0,16,0,3,5,2,Infra & Cloud,Occasionnel,3,0,0,1.8263402512978637,4.0,0
33,1,2622,Marié(e),Consulting,Assistant de Direction,6,3,3,2,2,4,3,0,21,0,3,4,4,Transformation Digitale,Occasionnel,1,0,0,0.809016403836156,10.5,0
37,0,12185,Divorcé(e),Consulting,Directeur Technique,1,10,2,3,4,3,3,1,14,3,1,11,3,Autre,Frequent,0,0,0,0.7599215444150288,14.0,0
38,0,10609,Divorcé(e),Commercial,Cadre Commercial,0,16,1,3,3,3,2,0,12,2,6,3,3,Infra & Cloud,Occasionnel,5,0,0,1.5319238089669704,2.0,0
31,0,4345,Marié(e),Consulting,Tech Lead,0,5,3,1,3,4,3,0,12,1,2,1,4,Transformation Digitale,Aucun,1,0,0,0.5955205399171976,6.0,0
59,0,2177,Marié(e),Consulting,Assistant de Direction,3,1,3,2,4,1,3,0,17,1,6,3,3,Infra & Cloud,Occasionnel,0,0,0,0.6717119417053058,17.0,0
37,0,2793,Divorcé(e),Commercial,Représentant Commercial,4,9,1,3,4,3,3,0,17,1,2,4,4,Marketing,Frequent,5,0,0,1.0631899505138942,2.8333333333333335,0
29,1,7918,Marié(e),Commercial,Cadre Commercial,1,11,2,3,4,4,3,0,14,1,5,1,1,Transformation Digitale,Frequent,4,0,0,1.1433474144029099,2.8,0
35,1,8789,Célibataire,Commercial,Cadre Commercial,1,10,3,3,3,1,4,0,14,0,3,1,3,Marketing,Frequent,0,0,0,1.269118517957461,14.0,0
29,0,2389,Célibataire,Consulting,Assistant de Direction,1,4,3,2,4,3,2,1,13,0,3,18,1,Transformation Digitale,Occasionnel,0,1,0,0.7371244045631491,13.0,0
52,1,3212,Célibataire,Consulting,Consultant,7,2,3,2,4,2,2,0,15,0,3,2,3,Infra & Cloud,Occasionnel,2,0,0,0.9919183103092218,5.0,0
42,0,19232,Marié(e),Consulting,Senior Manager,1,22,3,3,4,4,3,0,11,0,3,4,2,Entrepreunariat,Occasionnel,11,0,0,1.1192668402340935,0.9166666666666666,0
59,0,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,2,2,3,3,4,2,0,17,0,2,6,2,Transformation Digitale,Occasionnel,2,0,0,0.5350799551543046,5.666666666666667,0
50,1,19517,Divorcé(e),Commercial,Senior Manager,3,7,4,3,4,3,2,0,11,1,3,1,4,Transformation Digitale,Occasionnel,0,0,0,1.1358533132720885,11.0,0
33,0,2436,Marié(e),Consulting,Consultant,5,5,3,3,4,3,1,1,13,1,2,14,3,Transformation Digitale,Occasionnel,0,1,0,0.7522767758135942,13.0,0
43,1,16064,Marié(e),Commercial,Senior Manager,5,17,4,3,4,3,3,1,22,1,3,16,3,Marketing,Occasionnel,1,0,0,0.9348950978328037,11.0,0
33,1,2707,Marié(e),Consulting,Consultant,7,9,1,3,1,1,4,0,20,0,3,2,2,Infra & Cloud,Occasionnel,1,0,0,0.8359660230408044,10.0,1
52,0,19068,Célibataire,Commercial,Senior Manager,1,33,1,2,3,4,4,1,18,0,2,2,4,Infra & Cloud,Aucun,15,0,0,1.1097223434683703,1.125,0
32,1,3931,Marié(e),Commercial,Représentant Commercial,2,4,3,3,2,1,3,0,11,1,5,4,2,Infra & Cloud,Occasionnel,1,0,0,1.4963837076513133,5.5,0
32,0,3730,Célibataire,Consulting,Consultant,0,3,4,2,3,4,1,1,14,0,2,1,3,Infra & Cloud,Occasionnel,1,1,0,1.151885210913262,7.0,0
39,1,2232,Divorcé(e),Consulting,Consultant,7,3,3,3,3,3,3,0,14,3,1,1,4,Transformation Digitale,Occasionnel,1,0,0,0.6892782280853621,7.0,0
32,0,4465,Marié(e),Commercial,Cadre Commercial,0,3,3,3,4,1,3,0,18,0,2,26,4,Marketing,Aucun,2,0,0,0.6447393540425603,6.0,0
41,0,3072,Divorcé(e),Consulting,Assistant de Direction,2,1,3,3,1,1,2,0,16,2,2,19,2,Infra & Cloud,Occasionnel,0,0,0,0.9478636127325215,16.0,0
40,0,3319,Divorcé(e),Consulting,Assistant de Direction,1,9,1,3,4,1,3,0,17,2,3,24,2,Entrepreunariat,Occasionnel,4,0,0,1.024075302948971,3.4,0
45,0,19202,Marié(e),Consulting,Senior Manager,0,24,3,4,4,3,3,0,11,1,2,1,3,Autre,Occasionnel,1,0,0,1.1175208957037783,5.5,0
31,0,13675,Divorcé(e),Consulting,Directeur Technique,9,2,2,3,3,1,3,0,12,1,3,3,4,Transformation Digitale,Frequent,2,0,0,0.8528458859151021,4.0,0
33,1,2911,Marié(e),Consulting,Assistant de Direction,1,2,3,2,4,3,2,0,13,1,2,5,4,Infra & Cloud,Occasionnel,0,0,0,0.898187166882933,13.0,0
34,0,5957,Marié(e),Consulting,Tech Lead,6,11,4,2,1,2,3,0,13,1,3,2,4,Infra & Cloud,Occasionnel,5,0,0,0.8164593455205399,2.1666666666666665,0
37,1,3920,Marié(e),Consulting,Assistant de Direction,2,3,3,2,1,1,2,0,14,1,2,1,2,Transformation Digitale,Occasionnel,0,0,0,1.2095134641638947,14.0,0
45,0,6434,Marié(e),Consulting,Tech Lead,4,3,1,4,3,4,3,0,17,1,1,7,4,Infra & Cloud,Frequent,0,0,0,0.8818363990396431,17.0,0
37,0,10048,Divorcé(e),Consulting,Tech Lead,6,1,1,3,3,2,3,0,11,2,5,10,3,Transformation Digitale,Frequent,0,0,0,1.377166947085846,11.0,0
39,1,10938,Célibataire,Consulting,Manager,0,19,3,3,3,4,3,0,25,0,1,2,4,Entrepreunariat,Frequent,11,0,0,1.4526352926148547,2.0833333333333335,0
29,0,2340,Célibataire,Consulting,Assistant de Direction,1,6,3,3,4,1,3,0,19,0,1,15,3,Infra & Cloud,Occasionnel,1,0,0,0.7220054862611004,9.5,0
42,1,6545,Célibataire,Consulting,Assistant de Direction,3,3,4,4,1,3,3,1,13,0,1,17,2,Infra & Cloud,Occasionnel,0,0,0,2.01945551605936,13.0,0
29,0,6931,Divorcé(e),Commercial,Cadre Commercial,2,3,4,3,4,4,3,0,14,1,2,20,2,Marketing,Occasionnel,0,0,0,1.0008260835092913,14.0,0
25,1,4898,Marié(e),Consulting,Tech Lead,0,4,1,3,3,4,3,0,12,2,3,1,3,Infra & Cloud,Occasionnel,1,0,0,0.6713140631793864,6.0,0
42,1,2593,Divorcé(e),Consulting,Consultant,0,9,4,2,1,3,3,1,11,1,4,2,3,Transformation Digitale,Occasionnel,7,0,1,0.8007609522514982,1.375,0
40,0,19436,Divorcé(e),Consulting,Directeur Technique,0,21,1,3,3,4,3,0,19,1,5,2,2,Transformation Digitale,Occasionnel,3,0,0,1.2121325512720968,4.75,0
51,0,2723,Marié(e),Consulting,Assistant de Direction,1,1,3,3,4,2,2,0,11,0,0,1,3,Infra & Cloud,Occasionnel,0,0,0,0.8401798884995626,11.0,0
31,0,3479,Célibataire,Consulting,Consultant,0,5,3,2,2,2,4,0,11,0,2,29,2,Transformation Digitale,Frequent,1,0,0,1.074372291894702,5.5,0
32,0,2794,Marié(e),Consulting,Consultant,1,5,2,4,2,3,1,0,20,0,3,7,3,Infra & Cloud,Frequent,0,0,0,0.8628330507484328,20.0,1
38,0,5249,Marié(e),Commercial,Cadre Commercial,3,8,4,2,4,4,3,0,18,1,0,2,2,Infra & Cloud,Aucun,7,0,0,0.7579477870928106,2.25,0
32,0,2176,Célibataire,Consulting,Consultant,4,6,4,2,1,4,3,0,13,0,5,2,1,Entrepreunariat,Occasionnel,0,0,0,0.6719845091011416,13.0,0
46,1,16872,Marié(e),Commercial,Senior Manager,3,7,3,1,2,2,2,1,12,1,2,2,3,Entrepreunariat,Occasionnel,7,1,0,0.9819192038492942,1.5,0
28,0,3485,Célibataire,Consulting,Consultant,2,0,1,3,3,3,1,0,11,0,5,2,4,Infra & Cloud,Occasionnel,0,0,0,1.076225190357297,11.0,0
29,0,6644,Marié(e),Commercial,Cadre Commercial,2,0,1,2,2,2,3,0,19,2,2,2,3,Transformation Digitale,Occasionnel,0,0,0,0.9593837106962533,19.0,0
31,0,5582,Marié(e),Consulting,Manager,0,9,2,2,4,2,3,0,21,1,2,23,3,Transformation Digitale,Occasionnel,7,0,0,0.7413247580340208,2.625,0
25,0,4000,Divorcé(e),Consulting,Manager,1,6,2,4,1,4,3,0,12,2,2,5,2,Infra & Cloud,Aucun,1,0,0,0.5312251938617132,6.0,0
45,0,13496,Marié(e),Consulting,Manager,0,20,3,3,4,2,3,1,14,0,2,20,2,Transformation Digitale,Occasionnel,4,0,0,1.7923538040894202,2.8,0
36,0,3210,Marié(e),Consulting,Consultant,0,15,4,3,4,3,3,0,11,1,4,6,3,Infra & Cloud,Occasionnel,10,0,0,0.9913006774883568,1.0,0
55,0,19045,Célibataire,Consulting,Senior Manager,0,36,4,3,1,3,3,1,14,0,2,1,3,Transformation Digitale,Occasionnel,4,0,0,1.1083837859951284,2.8,0
47,0,11849,Marié(e),Consulting,Senior Manager,1,10,1,3,2,4,2,1,12,1,2,29,4,Infra & Cloud,Aucun,9,1,0,0.6895898913235116,1.2,0
28,0,2070,Marié(e),Consulting,Assistant de Direction,1,5,4,3,4,4,2,0,23,1,3,9,3,Transformation Digitale,Occasionnel,0,0,0,0.6386971609232811,23.0,0
37,0,6502,Marié(e),Commercial,Cadre Commercial,4,5,3,3,4,2,4,0,14,1,5,6,4,Transformation Digitale,Occasionnel,0,0,0,0.9388791220570498,14.0,0
21,0,3230,Célibataire,Consulting,Assistant de Direction,1,3,4,2,3,1,4,0,17,0,4,3,2,Transformation Digitale,Occasionnel,1,0,0,0.996614410522801,8.5,0
37,1,13603,Divorcé(e),Consulting,Directeur Technique,2,5,1,3,4,1,3,1,18,2,2,1,4,Transformation Digitale,Aucun,0,0,0,0.848355582164763,18.0,0
35,1,11996,Divorcé(e),Consulting,Senior Manager,7,7,2,4,2,2,2,0,18,1,6,22,3,Infra & Cloud,Occasionnel,6,0,0,0.6981450195220563,2.5714285714285716,0
38,1,5605,Divorcé(e),Commercial,Cadre Commercial,1,8,1,4,1,3,3,1,24,1,3,7,2,Transformation Digitale,Occasionnel,7,0,0,0.809353657202363,3.0,0
26,1,6397,Divorcé(e),Consulting,Tech Lead,1,6,3,3,2,1,1,0,20,1,6,1,3,Infra & Cloud,Frequent,1,0,0,0.8767652229805093,10.0,0
50,0,19144,Divorcé(e),Consulting,Directeur Technique,3,10,1,3,2,1,2,0,14,2,4,4,1,Infra & Cloud,Occasionnel,1,0,0,1.1939218749512772,7.0,0
53,0,17584,Marié(e),Consulting,Directeur Technique,3,5,3,3,3,4,2,1,16,3,5,3,4,Transformation Digitale,Occasionnel,1,1,0,1.0966319603605963,8.0,0
42,0,4907,Marié(e),Commercial,Cadre Commercial,1,20,2,3,3,3,3,0,25,0,3,1,1,Infra & Cloud,Occasionnel,11,0,0,0.7085634961448698,2.0833333333333335,0
29,0,4554,Célibataire,Commercial,Cadre Commercial,1,10,2,3,4,1,2,0,18,0,3,2,2,Infra & Cloud,Frequent,0,0,0,0.6575908215699484,18.0,0
55,0,5415,Marié(e),Consulting,Consultant,3,10,2,3,4,4,3,1,19,1,4,20,2,Entrepreunariat,Occasionnel,0,0,0,1.6722408624920413,19.0,0
26,0,4741,Marié(e),Consulting,Manager,1,5,1,3,1,3,3,1,13,1,3,11,2,Transformation Digitale,Frequent,3,0,0,0.6296346610245955,3.25,0
37,1,2115,Célibataire,Consulting,Assistant de Direction,1,17,4,3,4,2,3,0,12,0,3,1,3,Infra & Cloud,Occasionnel,5,0,0,0.6525818818129177,2.0,0
44,0,3161,Divorcé(e),Consulting,Consultant,3,1,4,3,3,4,1,1,22,1,0,24,3,Infra & Cloud,Frequent,0,1,0,0.9761686733771638,22.0,0
38,0,5745,Divorcé(e),Consulting,Manager,9,2,4,3,4,2,3,0,14,1,2,23,4,Infra & Cloud,Occasionnel,1,0,0,0.7629721846838855,7.0,0
26,0,2373,Divorcé(e),Consulting,Consultant,2,3,1,3,2,4,3,1,13,1,2,16,4,Transformation Digitale,Occasionnel,0,0,0,0.7328213419563461,13.0,1
28,1,3310,Célibataire,Consulting,Assistant de Direction,1,5,4,3,4,4,3,0,21,0,3,8,2,Infra & Cloud,Occasionnel,0,0,0,1.0212983587710438,21.0,0
49,1,18665,Célibataire,Consulting,Directeur Technique,9,3,3,3,1,4,3,1,11,0,4,10,4,Infra & Cloud,Frequent,1,0,1,1.1640488819455488,5.5,0
36,0,4485,Célibataire,Consulting,Assistant de Direction,4,8,3,3,2,4,3,0,12,0,2,3,3,Entrepreunariat,Occasionnel,7,0,0,1.3838438486671092,1.5,0
31,1,2789,Divorcé(e),Commercial,Représentant Commercial,1,2,4,3,2,3,2,0,11,1,5,5,3,Marketing,Frequent,2,0,0,1.0616673011039208,3.6666666666666665,0
26,0,5828,Célibataire,Commercial,Cadre Commercial,1,8,4,2,4,2,3,1,12,0,0,4,4,Marketing,Occasionnel,7,0,0,0.8415545252766051,1.5,0
37,0,2326,Marié(e),Consulting,Assistant de Direction,1,4,2,3,4,3,2,1,12,3,3,9,3,Transformation Digitale,Frequent,1,1,0,0.7176857953176579,6.0,0
42,1,13525,Marié(e),Commercial,Cadre Commercial,5,20,3,3,2,4,4,0,14,1,2,26,3,Marketing,Frequent,4,0,0,1.9529898686283602,2.8,0
18,0,1420,Célibataire,Consulting,Consultant,1,0,3,3,3,3,3,0,13,0,2,3,3,Infra & Cloud,Occasionnel,0,0,0,0.43851930281416407,13.0,0
35,0,8020,Marié(e),Commercial,Cadre Commercial,0,11,3,3,2,3,2,0,15,2,3,16,3,Marketing,Occasionnel,6,0,0,1.1580760625803659,2.142857142857143,0
36,0,3688,Marié(e),Consulting,Consultant,4,1,3,4,4,4,3,0,18,2,2,18,4,Infra & Cloud,Frequent,0,0,0,1.1389149216750967,18.0,0
51,0,5482,Divorcé(e),Consulting,Tech Lead,5,4,4,1,2,4,3,0,18,1,3,2,3,Transformation Digitale,Occasionnel,1,0,0,0.7513564096262548,9.0,0
41,0,16015,Célibataire,Commercial,Senior Manager,1,22,4,3,2,2,3,0,19,0,2,2,4,Infra & Cloud,Occasionnel,0,0,0,0.9320433884332887,19.0,0
18,1,1200,Célibataire,Commercial,Représentant Commercial,1,0,4,2,3,1,3,0,12,0,2,10,3,Transformation Digitale,Occasionnel,0,0,0,0.4567948229920061,12.0,0
28,0,5661,Célibataire,Consulting,Manager,0,8,2,4,1,3,3,0,19,0,2,16,2,Transformation Digitale,Occasionnel,0,0,0,0.7518164556127895,19.0,0
31,0,6929,Marié(e),Commercial,Cadre Commercial,4,8,2,4,4,2,2,0,11,1,3,7,3,Entrepreunariat,Occasionnel,7,0,0,1.0005372864862039,1.375,0
39,0,9613,Divorcé(e),Consulting,Manager,0,18,3,4,4,1,2,0,17,3,5,1,3,Transformation Digitale,Occasionnel,3,0,0,1.2766669471481622,4.25,0
36,1,5674,Marié(e),Consulting,Consultant,7,9,2,3,2,3,3,0,15,1,3,24,4,Infra & Cloud,Aucun,0,0,0,1.7522243127940613,15.0,0
32,0,5484,Marié(e),Commercial,Cadre Commercial,1,13,4,2,3,3,2,0,14,1,3,7,3,Infra & Cloud,Occasionnel,4,0,0,0.7918814373055769,2.8,0
